Time,sequence,locationID,holding
03/25/2021 11:08:25 am,28.5,95.3,91.6
03/25/2021 11:08:25 am,28.6,95.3,91.6
03/25/2021 11:08:25 am,28.7,95.3,91.6
03/25/2021 11:08:25 am,28.8,95.3,91.7
03/25/2021 11:08:25 am,28.9,95.3,91.7
03/25/2021 11:08:26 am,29,95.3,91.6
03/25/2021 11:08:26 am,29.1,95.3,91.7
03/25/2021 11:08:26 am,29.2,95.1,91.6
03/25/2021 11:08:26 am,29.3,94.1,91.7
03/25/2021 11:08:26 am,29.4,93.3,91.6
03/25/2021 11:08:26 am,29.5,92.9,91.6
03/25/2021 11:08:26 am,29.6,92.7,91.7
03/25/2021 11:08:26 am,29.7,92.6,91.6
03/25/2021 11:08:26 am,29.8,92.6,91.7
03/25/2021 11:08:26 am,29.9,92.7,91.6
03/25/2021 11:08:27 am,30,92.7,91.6
03/25/2021 11:08:27 am,30.1,92.9,91.6
03/25/2021 11:08:27 am,30.2,93,91.6
03/25/2021 11:08:27 am,30.3,93.3,91.6
03/25/2021 11:08:27 am,30.4,93.5,91.6
03/25/2021 11:08:27 am,30.5,93.4,91.7
03/25/2021 11:08:27 am,30.6,93.4,91.6
03/25/2021 11:08:27 am,30.7,93.4,91.7
03/25/2021 11:08:27 am,30.8,93.4,91.7
03/25/2021 11:08:27 am,30.9,93.4,91.6
03/25/2021 11:08:28 am,31,93.4,91.7
03/25/2021 11:08:28 am,31.1,93.4,91.6
03/25/2021 11:08:28 am,31.2,93.4,91.6
03/25/2021 11:08:28 am,31.3,93.4,91.6
03/25/2021 11:08:28 am,31.4,93.4,91.6
03/25/2021 11:08:28 am,31.5,93.4,91.6
03/25/2021 11:08:28 am,31.6,93.4,91.6
03/25/2021 11:08:28 am,31.7,93.4,91.6
03/25/2021 11:08:28 am,31.8,93.4,91.7
03/25/2021 11:08:28 am,31.9,93.4,91.6
03/25/2021 11:08:29 am,32,93.4,91.6
03/25/2021 11:08:29 am,32.1,93.4,91.6
03/25/2021 11:08:29 am,32.2,93.4,91.6
03/25/2021 11:08:29 am,32.3,93.4,91.6
03/25/2021 11:08:29 am,32.4,93.4,91.7
03/25/2021 11:08:29 am,32.5,93.4,91.6
03/25/2021 11:08:29 am,32.6,93.4,91.6
03/25/2021 11:08:29 am,32.7,93.4,91.7
03/25/2021 11:08:29 am,32.8,93.4,91.6
03/25/2021 11:08:29 am,32.9,93.4,91.6
03/25/2021 11:08:30 am,33,93.4,91.6
03/25/2021 11:08:30 am,33.1,93.4,91.6
03/25/2021 11:08:30 am,33.2,93.4,91.6
03/25/2021 11:08:30 am,33.3,93.4,91.6
03/25/2021 11:08:30 am,33.4,93.4,91.6
03/25/2021 11:08:30 am,33.5,93.4,91.6
03/25/2021 11:08:30 am,33.6,93.4,91.6
03/25/2021 11:08:30 am,33.7,93.4,91.6
03/25/2021 11:08:30 am,33.8,93.4,91.6
03/25/2021 11:08:30 am,33.9,93.4,91.6
03/25/2021 11:08:31 am,34,93.4,91.6
03/25/2021 11:08:31 am,34.1,93.4,91.6
03/25/2021 11:08:31 am,34.2,93.4,91.6
03/25/2021 11:08:31 am,34.3,93.4,91.6
03/25/2021 11:08:31 am,34.4,93.4,91.6
03/25/2021 11:08:31 am,34.5,93.4,91.7
03/25/2021 11:08:31 am,34.6,93.4,91.6
03/25/2021 11:08:31 am,34.7,93.4,91.6
03/25/2021 11:08:31 am,34.8,93.4,91.6
03/25/2021 11:08:31 am,34.9,93.4,91.6
03/25/2021 11:08:32 am,35,93.4,91.7
03/25/2021 11:08:32 am,35.1,93.4,91.7
03/25/2021 11:08:32 am,35.2,93.3,91.6
03/25/2021 11:08:32 am,35.3,93,91.6
03/25/2021 11:08:32 am,35.4,92.7,91.7
03/25/2021 11:08:32 am,35.5,92.1,91.6
03/25/2021 11:08:32 am,35.6,91.9,91.6
03/25/2021 11:08:32 am,35.7,91.9,91.6
03/25/2021 11:08:32 am,35.8,92.2,91.6
03/25/2021 11:08:32 am,35.9,92.4,91.6
03/25/2021 11:08:33 am,36,92.8,91.6
03/25/2021 11:08:33 am,36.1,92.8,91.6
03/25/2021 11:08:33 am,36.2,92.8,91.6
03/25/2021 11:08:33 am,36.3,92.8,91.6
03/25/2021 11:08:33 am,36.4,92.8,91.6
03/25/2021 11:08:33 am,36.5,92.8,91.7
03/25/2021 11:08:33 am,36.6,92.8,91.7
03/25/2021 11:08:33 am,36.7,92.8,91.7
03/25/2021 11:08:33 am,36.8,92.8,91.6
03/25/2021 11:08:33 am,36.9,92.8,91.6
03/25/2021 11:08:34 am,37,92.8,91.6
03/25/2021 11:08:34 am,37.1,92.8,91.6
03/25/2021 11:08:34 am,37.2,92.8,91.6
03/25/2021 11:08:34 am,37.3,92.8,91.6
03/25/2021 11:08:34 am,37.4,92.8,91.6
03/25/2021 11:08:34 am,37.5,92.8,91.6
03/25/2021 11:08:34 am,37.6,92.8,91.6
03/25/2021 11:08:34 am,37.7,92.8,91.6
